OBJECTID,ZONE_CODE,DIV_CODE,AREA_NAME,LOC_NAME,STREET_NAM,BIN_NO,LATITUDE,LONGTITUDE,LONGITUDE_POINT,LATITUDE_POINT,BIN_STATUS
544,W30,CG006,Kandigai,"Kandigai Market Street, Kandigai",Kandigai Market Street,CHGL-10373,12.826685,80.144866,80.144866,12.826685,Empty
545,W18,CG007,Perungalathur,"GST Road Perungalathur, Perungalathur",GST Road Perungalathur,CHGL-10855,12.911003,80.106041,80.106041,12.911003,Empty
546,W11,CG006,Padappai,"GST Road Padappai, Padappai",GST Road Padappai,CHGL-10759,12.946355,80.062493,80.062493,12.946355,Empty
547,W16,CG001,Navlur,"Navlur Junction, Navlur",Navlur Junction,CHGL-10048,12.845444,80.235693,80.235693,12.845444,Empty
548,W32,CG001,Navlur,"Navlur Main Road, Navlur",Navlur Main Road,CHGL-10074,12.84971,80.233494,80.233494,12.84971,Empty
549,W33,CG001,Navlur,"Navlur Main Road, Navlur",Navlur Main Road,CHGL-10006,12.855057,80.221102,80.221102,12.855057,Full
550,W25,CG005,Maraimalai Nagar,"Bus Stand Road, Maraimalai Nagar",Bus Stand Road,CHGL-10703,12.780796,80.024406,80.024406,12.780796,Empty
551,W44,CG006,Kelambakkam,"OMR Kelambakkam, Kelambakkam",OMR Kelambakkam,CHGL-10118,12.780658,80.215184,80.215184,12.780658,Full
552,W14,CG006,Kandigai,"Kandigai Lake Road, Kandigai",Kandigai Lake Road,CHGL-10348,12.82712,80.148854,80.148854,12.82712,Full
553,W18,CG006,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10930,12.950418,80.140531,80.140531,12.950418,Empty
554,W43,CG006,Chromepet,"Chromepet Market, Chromepet",Chromepet Market,CHGL-10917,12.968107,80.132004,80.132004,12.968107,Empty
555,W30,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10063,12.864308,80.222938,80.222938,12.864308,Half Full
556,W10,CG006,Chromepet,"Chromepet Market, Chromepet",Chromepet Market,CHGL-10938,12.969034,80.134,80.134,12.969034,Full
557,W32,CG006,Thiruporur,"Thiruporur Main Road, Thiruporur",Thiruporur Main Road,CHGL-10199,12.753884,80.191572,80.191572,12.753884,Full
558,W46,CG006,Chromepet,"Chromepet Market, Chromepet",Chromepet Market,CHGL-10920,12.963618,80.144294,80.144294,12.963618,Empty
559,W7,CG006,Thiruporur,"GST Road Thiruporur, Thiruporur",GST Road Thiruporur,CHGL-10195,12.756732,80.194032,80.194032,12.756732,Empty
560,W33,CG006,Mambakkam,"Mambakkam Main Road, Mambakkam",Mambakkam Main Road,CHGL-10293,12.868807,80.113315,80.113315,12.868807,Full
561,W45,CG006,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10872,12.968852,80.137301,80.137301,12.968852,Half Full
562,W45,CG006,Pallavaram,"Pallavaram Junction, Pallavaram",Pallavaram Junction,CHGL-10972,12.983525,80.146147,80.146147,12.983525,Full
563,W4,CG006,Kelambakkam,"OMR Kelambakkam, Kelambakkam",OMR Kelambakkam,CHGL-10109,12.787129,80.224405,80.224405,12.787129,Full
564,W43,CG006,Pallavaram,"Pallavaram Main Road, Pallavaram",Pallavaram Main Road,CHGL-11008,12.988223,80.154046,80.154046,12.988223,Half Full
565,W45,CG006,Vandalur,"GST Road Vandalur, Vandalur",GST Road Vandalur,CHGL-10229,12.90484,80.073591,80.073591,12.90484,Half Full
566,W32,CG006,Padappai,"GST Road Padappai, Padappai",GST Road Padappai,CHGL-10739,12.952015,80.051596,80.051596,12.952015,Half Full
567,W15,CG008,Tambaram,"Tambaram Sanatorium, Tambaram",Tambaram Sanatorium,CHGL-10441,12.93578,80.1366,80.1366,12.93578,Half Full
568,W12,CG006,Mambakkam,"Mambakkam Junction, Mambakkam",Mambakkam Junction,CHGL-10322,12.874092,80.118814,80.118814,12.874092,Empty
569,W42,CG001,Navlur,"OMR Service Road, Navlur",OMR Service Road,CHGL-10013,12.855787,80.225024,80.225024,12.855787,Half Full
570,W47,CG008,Tambaram,"Selaiyur Main Road, Tambaram",Selaiyur Main Road,CHGL-10436,12.925687,80.138776,80.138776,12.925687,Full
571,W9,CG006,Singaperumal Koil,"Bus Stand Road, Singaperumal Koil",Bus Stand Road,CHGL-10667,12.826998,80.102179,80.102179,12.826998,Full
572,W32,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10043,12.845587,80.22324,80.22324,12.845587,Half Full
573,W43,CG006,Singaperumal Koil,"Singaperumal Koil Main Road, Singaperumal Koil",Singaperumal Koil Main Road,CHGL-10656,12.822841,80.099628,80.099628,12.822841,Full
574,W9,CG006,Pallavaram,"GST Road Pallavaram, Pallavaram",GST Road Pallavaram,CHGL-11010,12.970832,80.156539,80.156539,12.970832,Empty
575,W31,CG006,Kelambakkam,"OMR Kelambakkam, Kelambakkam",OMR Kelambakkam,CHGL-10132,12.798402,80.228187,80.228187,12.798402,Half Full
576,W29,CG006,Mambakkam,"Mambakkam Main Road, Mambakkam",Mambakkam Main Road,CHGL-10309,12.869946,80.106988,80.106988,12.869946,Half Full
577,W18,CG006,Kelambakkam,"OMR Kelambakkam, Kelambakkam",OMR Kelambakkam,CHGL-10101,12.783376,80.217512,80.217512,12.783376,Half Full
578,W46,CG006,Guduvanchery,"GST Road Guduvanchery, Guduvanchery",GST Road Guduvanchery,CHGL-10576,12.847376,80.052826,80.052826,12.847376,Half Full
579,W8,CG006,Vandalur,"Urapakkam-Vandalur Road, Vandalur",Urapakkam-Vandalur Road,CHGL-10219,12.891095,80.077135,80.077135,12.891095,Full
580,W24,CG006,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10864,12.963535,80.142047,80.142047,12.963535,Empty
581,W33,CG006,Singaperumal Koil,"Bus Stand Road, Singaperumal Koil",Bus Stand Road,CHGL-10669,12.828412,80.091507,80.091507,12.828412,Empty
582,W36,CG006,Kelambakkam,"Kelambakkam Main Road, Kelambakkam",Kelambakkam Main Road,CHGL-10107,12.78176,80.211296,80.211296,12.78176,Full
583,W44,CG006,Pallavaram,"Chromepet-Pallavaram Road, Pallavaram",Chromepet-Pallavaram Road,CHGL-10986,12.989125,80.145522,80.145522,12.989125,Full
584,W7,CG006,Singaperumal Koil,"Bus Stand Road, Singaperumal Koil",Bus Stand Road,CHGL-10617,12.831521,80.09375,80.09375,12.831521,Full
585,W5,CG006,Padappai,"Village Road, Padappai",Village Road,CHGL-10757,12.959737,80.065333,80.065333,12.959737,Full
586,W38,CG006,Pallavaram,"Pallavaram Junction, Pallavaram",Pallavaram Junction,CHGL-11003,12.97086,80.152955,80.152955,12.97086,Empty
587,W6,CG006,Vandalur,"Vandalur Zoo Road, Vandalur",Vandalur Zoo Road,CHGL-10242,12.893654,80.072567,80.072567,12.893654,Full
588,W15,CG006,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10088,12.794312,80.222996,80.222996,12.794312,Empty
589,W17,CG007,Perungalathur,"Market Road, Perungalathur",Market Road,CHGL-10824,12.922885,80.094169,80.094169,12.922885,Half Full
590,W42,CG005,Maraimalai Nagar,"Market Area, Maraimalai Nagar",Market Area,CHGL-10711,12.791725,80.025097,80.025097,12.791725,Full
591,W32,CG008,Tambaram,"Tambaram Sanatorium, Tambaram",Tambaram Sanatorium,CHGL-10433,12.93326,80.139138,80.139138,12.93326,Half Full
592,W14,CG001,Navlur,"Navlur Junction, Navlur",Navlur Junction,CHGL-10004,12.855305,80.229953,80.229953,12.855305,Full
593,W24,CG006,Kandigai,"Kandigai Village Road, Kandigai",Kandigai Village Road,CHGL-10364,12.823248,80.14615,80.14615,12.823248,Full
594,W31,CG005,Maraimalai Nagar,"Market Area, Maraimalai Nagar",Market Area,CHGL-10727,12.794296,80.029281,80.029281,12.794296,Empty
595,W34,CG006,Padappai,"Padappai Main Road, Padappai",Padappai Main Road,CHGL-10765,12.946469,80.064,80.064,12.946469,Full
596,W42,CG007,Perungalathur,"Perungalathur Junction, Perungalathur",Perungalathur Junction,CHGL-10809,12.928854,80.103706,80.103706,12.928854,Half Full
597,W7,CG006,Guduvanchery,"GST Road Guduvanchery, Guduvanchery",GST Road Guduvanchery,CHGL-10601,12.861561,80.062551,80.062551,12.861561,Empty
598,W44,CG006,Singaperumal Koil,"GST Road SP Koil, Singaperumal Koil",GST Road SP Koil,CHGL-10624,12.830845,80.094653,80.094653,12.830845,Full
599,W41,CG006,Pallavaram,"Chromepet-Pallavaram Road, Pallavaram",Chromepet-Pallavaram Road,CHGL-10995,12.971902,80.155861,80.155861,12.971902,Full
600,W36,CG008,Tambaram,"Selaiyur Main Road, Tambaram",Selaiyur Main Road,CHGL-10484,12.928981,80.134082,80.134082,12.928981,Full
601,W33,CG001,Navlur,"OMR Service Road, Navlur",OMR Service Road,CHGL-10065,12.859996,80.223059,80.223059,12.859996,Half Full
602,W18,CG006,Vandalur,"Vandalur Zoo Road, Vandalur",Vandalur Zoo Road,CHGL-10254,12.905104,80.080258,80.080258,12.905104,Half Full
603,W13,CG007,Pallavaram,"Pallavaram Main Road, Pallavaram",Pallavaram Main Road,CHGL-10999,12.970394,80.14354,80.14354,12.970394,Full
604,W39,CG007,Thiruporur,"Thiruporur Temple Street, Thiruporur",Thiruporur Temple Street,CHGL-10176,12.743115,80.190119,80.190119,12.743115,Half Full
605,W37,CG007,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10878,12.95989,80.146793,80.146793,12.95989,Half Full
606,W34,CG007,Kandigai,"Kandigai Lake Road, Kandigai",Kandigai Lake Road,CHGL-10387,12.828235,80.142979,80.142979,12.828235,Full
607,W27,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10045,12.856857,80.223046,80.223046,12.856857,Full
608,W22,CG007,Thiruporur,"Mamallapuram Road, Thiruporur",Mamallapuram Road,CHGL-10200,12.755017,80.182449,80.182449,12.755017,Full
609,W28,CG007,Kandigai,"Kandigai Junction, Kandigai",Kandigai Junction,CHGL-10404,12.83618,80.144984,80.144984,12.83618,Empty
610,W49,CG007,Chromepet,"Chromepet Market, Chromepet",Chromepet Market,CHGL-10884,12.959654,80.130398,80.130398,12.959654,Full
611,W45,CG007,Singaperumal Koil,"Temple Street, Singaperumal Koil",Temple Street,CHGL-10632,12.839587,80.107747,80.107747,12.839587,Half Full
612,W38,CG007,Guduvanchery,"GST Road Guduvanchery, Guduvanchery",GST Road Guduvanchery,CHGL-10592,12.851425,80.069955,80.069955,12.851425,Half Full
613,W17,CG001,Navlur,"OMR Service Road, Navlur",OMR Service Road,CHGL-10035,12.860486,80.220727,80.220727,12.860486,Full
614,W48,CG006,Vandalur,"Urapakkam-Vandalur Road, Vandalur",Urapakkam-Vandalur Road,CHGL-10235,12.901041,80.071317,80.071317,12.901041,Full
615,W39,CG003,Urapakkam,"Urapakkam Junction, Urapakkam",Urapakkam Junction,CHGL-10534,12.916947,80.096937,80.096937,12.916947,Full
616,W47,CG005,Maraimalai Nagar,"Railway Station Road, Maraimalai Nagar",Railway Station Road,CHGL-10722,12.789822,80.03611,80.03611,12.789822,Full
617,W42,CG007,Kandigai,"Kandigai Lake Road, Kandigai",Kandigai Lake Road,CHGL-10383,12.826128,80.156023,80.156023,12.826128,Full
618,W42,CG007,Thiruporur,"Thiruporur Temple Street, Thiruporur",Thiruporur Temple Street,CHGL-10160,12.75282,80.186969,80.186969,12.75282,Half Full
619,W26,CG007,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10893,12.963248,80.134893,80.134893,12.963248,Empty
620,W44,CG007,Pallavaram,"GST Road Pallavaram, Pallavaram",GST Road Pallavaram,CHGL-11009,12.973085,80.145235,80.145235,12.973085,Half Full
621,W7,CG007,Chromepet,"Chromepet Market, Chromepet",Chromepet Market,CHGL-10877,12.968977,80.132251,80.132251,12.968977,Empty
622,W38,CG007,Pallavaram,"Pallavaram Main Road, Pallavaram",Pallavaram Main Road,CHGL-11013,12.98569,80.145428,80.145428,12.98569,Full
623,W23,CG006,Vandalur,"Vandalur Lake Road, Vandalur",Vandalur Lake Road,CHGL-10228,12.895912,80.084502,80.084502,12.895912,Empty
624,W47,CG007,Mambakkam,"GST Road Mambakkam, Mambakkam",GST Road Mambakkam,CHGL-10299,12.869413,80.10324,80.10324,12.869413,Half Full
625,W5,CG007,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10898,12.959738,80.131831,80.131831,12.959738,Full
626,W38,CG007,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10782,12.954492,80.060296,80.060296,12.954492,Half Full
627,W28,CG006,Vandalur,"GST Road Vandalur, Vandalur",GST Road Vandalur,CHGL-10257,12.908737,80.076291,80.076291,12.908737,Full
628,W28,CG007,Singaperumal Koil,"Singaperumal Koil Main Road, Singaperumal Koil",Singaperumal Koil Main Road,CHGL-10673,12.821043,80.10403,80.10403,12.821043,Half Full
629,W43,CG007,Singaperumal Koil,"Temple Street, Singaperumal Koil",Temple Street,CHGL-10634,12.831328,80.102505,80.102505,12.831328,Half Full
630,W2,CG003,Urapakkam,"GST Road Urapakkam, Urapakkam",GST Road Urapakkam,CHGL-10528,12.9152,80.099551,80.099551,12.9152,Full
631,W10,CG007,Padappai,"Padappai Main Road, Padappai",Padappai Main Road,CHGL-10747,12.959236,80.060244,80.060244,12.959236,Half Full
632,W1,CG005,Maraimalai Nagar,"Railway Station Road, Maraimalai Nagar",Railway Station Road,CHGL-10705,12.789028,80.036842,80.036842,12.789028,Full
633,W6,CG008,Tambaram,"Tambaram Sanatorium, Tambaram",Tambaram Sanatorium,CHGL-10489,12.935976,80.135778,80.135778,12.935976,Half Full
634,W18,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10055,12.850881,80.22975,80.22975,12.850881,Full
635,W5,CG001,Navlur,"OMR Service Road, Navlur",OMR Service Road,CHGL-10003,12.862481,80.236165,80.236165,12.862481,Full
636,W33,CG008,Tambaram,"Tambaram Main Road, Tambaram",Tambaram Main Road,CHGL-10425,12.928666,80.124603,80.124603,12.928666,Full
637,W30,CG007,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10102,12.784604,80.22056,80.22056,12.784604,Half Full
638,W44,CG007,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10935,12.96378,80.140821,80.140821,12.96378,Empty
639,W40,CG007,Singaperumal Koil,"Singaperumal Koil Main Road, Singaperumal Koil",Singaperumal Koil Main Road,CHGL-10643,12.823286,80.098432,80.098432,12.823286,Full
640,W17,CG007,Kandigai,"Kandigai Junction, Kandigai",Kandigai Junction,CHGL-10354,12.820074,80.145985,80.145985,12.820074,Full
641,W39,CG007,Mambakkam,"Mambakkam Main Road, Mambakkam",Mambakkam Main Road,CHGL-10319,12.864921,80.106269,80.106269,12.864921,Full
642,W34,CG007,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10923,12.968234,80.133575,80.133575,12.968234,Half Full
643,W21,CG006,Vandalur,"Urapakkam-Vandalur Road, Vandalur",Urapakkam-Vandalur Road,CHGL-10237,12.905051,80.082964,80.082964,12.905051,Full
644,W18,CG008,Tambaram,"Tambaram Main Road, Tambaram",Tambaram Main Road,CHGL-10411,12.922193,80.13202,80.13202,12.922193,Half Full
645,W7,CG008,Tambaram,"East Tambaram, Tambaram",East Tambaram,CHGL-10428,12.934268,80.121292,80.121292,12.934268,Empty
646,W8,CG007,Thiruporur,"Mamallapuram Road, Thiruporur",Mamallapuram Road,CHGL-10172,12.743506,80.182742,80.182742,12.743506,Full
647,W8,CG007,Perungalathur,"GST Road Perungalathur, Perungalathur",GST Road Perungalathur,CHGL-10847,12.928494,80.093227,80.093227,12.928494,Full
648,W12,CG006,Vandalur,"Vandalur Lake Road, Vandalur",Vandalur Lake Road,CHGL-10236,12.894738,80.082409,80.082409,12.894738,Half Full
649,W29,CG007,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10775,12.946756,80.054269,80.054269,12.946756,Full
650,W9,CG007,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10870,12.956667,80.147811,80.147811,12.956667,Half Full
651,W15,CG007,Mambakkam,"Mambakkam Village Road, Mambakkam",Mambakkam Village Road,CHGL-10342,12.875715,80.11305,80.11305,12.875715,Half Full
652,W35,CG007,Kelambakkam,"Kelambakkam Main Road, Kelambakkam",Kelambakkam Main Road,CHGL-10116,12.795957,80.217098,80.217098,12.795957,Full
653,W31,CG007,Perungalathur,"Perungalathur Main Road, Perungalathur",Perungalathur Main Road,CHGL-10854,12.92621,80.10831,80.10831,12.92621,Half Full
654,W23,CG007,Kandigai,"Kandigai Lake Road, Kandigai",Kandigai Lake Road,CHGL-10390,12.838365,80.143813,80.143813,12.838365,Full
655,W41,CG007,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10778,12.952053,80.065954,80.065954,12.952053,Full
656,W2,CG007,Pallavaram,"Chromepet-Pallavaram Road, Pallavaram",Chromepet-Pallavaram Road,CHGL-10965,12.971038,80.146153,80.146153,12.971038,Empty
657,W40,CG005,Maraimalai Nagar,"GST Road Maraimalai Nagar, Maraimalai Nagar",GST Road Maraimalai Nagar,CHGL-10716,12.785076,80.029842,80.029842,12.785076,Empty
658,W33,CG007,Mambakkam,"Mambakkam Main Road, Mambakkam",Mambakkam Main Road,CHGL-10331,12.872404,80.110156,80.110156,12.872404,Full
659,W16,CG007,Guduvanchery,"Guduvanchery Junction, Guduvanchery",Guduvanchery Junction,CHGL-10572,12.849821,80.052322,80.052322,12.849821,Half Full
660,W14,CG007,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10605,12.854333,80.061104,80.061104,12.854333,Half Full
661,W33,CG007,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10793,12.941895,80.055401,80.055401,12.941895,Empty
662,W32,CG001,Navlur,"Navlur Junction, Navlur",Navlur Junction,CHGL-10017,12.846042,80.223442,80.223442,12.846042,Full
663,W6,CG008,Tambaram,"West Tambaram, Tambaram",West Tambaram,CHGL-10453,12.920048,80.126352,80.126352,12.920048,Empty
664,W4,CG008,Tambaram,"West Tambaram, Tambaram",West Tambaram,CHGL-10481,12.928823,80.124034,80.124034,12.928823,Empty
665,W24,CG001,Navlur,"Navlur Church Road, Navlur",Navlur Church Road,CHGL-10070,12.854848,80.232274,80.232274,12.854848,Half Full
666,W10,CG006,Vandalur,"Vandalur Lake Road, Vandalur",Vandalur Lake Road,CHGL-10281,12.894186,80.078908,80.078908,12.894186,Half Full
667,W1,CG007,Kandigai,"Kandigai Market Street, Kandigai",Kandigai Market Street,CHGL-10353,12.83048,80.141568,80.141568,12.83048,Half Full
668,W18,CG006,Vandalur,"Vandalur Lake Road, Vandalur",Vandalur Lake Road,CHGL-10226,12.908972,80.084982,80.084982,12.908972,Full
669,W19,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10268,12.896932,80.085439,80.085439,12.896932,Half Full
670,W16,CG007,Mambakkam,"GST Road Mambakkam, Mambakkam",GST Road Mambakkam,CHGL-10314,12.875312,80.10054,80.10054,12.875312,Full
671,W23,CG007,Kelambakkam,"Vandalur-Kelambakkam Road, Kelambakkam",Vandalur-Kelambakkam Road,CHGL-10139,12.799956,80.217664,80.217664,12.799956,Half Full
672,W46,CG007,Singaperumal Koil,"Market Road, Singaperumal Koil",Market Road,CHGL-10651,12.82138,80.094495,80.094495,12.82138,Empty
673,W47,CG007,Pallavaram,"Pallavaram Main Road, Pallavaram",Pallavaram Main Road,CHGL-10954,12.988859,80.150381,80.150381,12.988859,Half Full
674,W21,CG007,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10736,12.940577,80.050787,80.050787,12.940577,Half Full
675,W19,CG008,Tambaram,"West Tambaram, Tambaram",West Tambaram,CHGL-10452,12.93927,80.124929,80.124929,12.93927,Empty
676,W11,CG007,Chromepet,"Bus Depot Road, Chromepet",Bus Depot Road,CHGL-10929,12.960239,80.133464,80.133464,12.960239,Full
677,W29,CG007,Singaperumal Koil,"GST Road SP Koil, Singaperumal Koil",GST Road SP Koil,CHGL-10630,12.827696,80.098732,80.098732,12.827696,Empty
678,W33,CG007,Chromepet,"Chromepet Market, Chromepet",Chromepet Market,CHGL-10901,12.961318,80.145579,80.145579,12.961318,Full
679,W18,CG007,Singaperumal Koil,"GST Road SP Koil, Singaperumal Koil",GST Road SP Koil,CHGL-10622,12.830353,80.092698,80.092698,12.830353,Full
680,W29,CG007,Chromepet,"Chromepet Market, Chromepet",Chromepet Market,CHGL-10944,12.961485,80.132955,80.132955,12.961485,Full
681,W39,CG007,Chromepet,"Chromepet Market, Chromepet",Chromepet Market,CHGL-10899,12.964269,80.143443,80.143443,12.964269,Half Full
682,W25,CG001,Navlur,"Navlur Church Road, Navlur",Navlur Church Road,CHGL-10015,12.862422,80.233176,80.233176,12.862422,Empty
683,W32,CG005,Maraimalai Nagar,"Market Area, Maraimalai Nagar",Market Area,CHGL-10683,12.792324,80.030391,80.030391,12.792324,Empty
684,W20,CG003,Urapakkam,"Urapakkam Main Road, Urapakkam",Urapakkam Main Road,CHGL-10552,12.90306,80.106113,80.106113,12.90306,Half Full
685,W27,CG007,Padappai,"Padappai Main Road, Padappai",Padappai Main Road,CHGL-10753,12.949324,80.052087,80.052087,12.949324,Half Full
686,W11,CG007,Thiruporur,"Thiruporur Temple Street, Thiruporur",Thiruporur Temple Street,CHGL-10190,12.745446,80.197267,80.197267,12.745446,Empty
687,W17,CG007,Thiruporur,"Thiruporur Bazaar, Thiruporur",Thiruporur Bazaar,CHGL-10151,12.759966,80.193043,80.193043,12.759966,Full
688,W6,CG007,Mambakkam,"GST Road Mambakkam, Mambakkam",GST Road Mambakkam,CHGL-10302,12.870996,80.112091,80.112091,12.870996,Empty
689,W13,CG007,Kandigai,"Kandigai Market Street, Kandigai",Kandigai Market Street,CHGL-10360,12.836004,80.141178,80.141178,12.836004,Empty
690,W28,CG007,Perungalathur,"Station Road, Perungalathur",Station Road,CHGL-10804,12.919969,80.102059,80.102059,12.919969,Full
691,W36,CG005,Maraimalai Nagar,"GST Road Maraimalai Nagar, Maraimalai Nagar",GST Road Maraimalai Nagar,CHGL-10695,12.786729,80.024934,80.024934,12.786729,Full
692,W33,CG005,Maraimalai Nagar,"Market Area, Maraimalai Nagar",Market Area,CHGL-10689,12.782675,80.022618,80.022618,12.782675,Full
693,W19,CG007,Thiruporur,"Thiruporur Bazaar, Thiruporur",Thiruporur Bazaar,CHGL-10167,12.745926,80.188885,80.188885,12.745926,Empty
694,W10,CG007,Guduvanchery,"Guduvanchery Main Road, Guduvanchery",Guduvanchery Main Road,CHGL-10580,12.86167,80.052079,80.052079,12.86167,Full
695,W30,CG007,Pallavaram,"Pallavaram Main Road, Pallavaram",Pallavaram Main Road,CHGL-10973,12.971203,80.142086,80.142086,12.971203,Full
696,W28,CG006,Vandalur,"GST Road Vandalur, Vandalur",GST Road Vandalur,CHGL-10256,12.890064,80.074613,80.074613,12.890064,Empty
697,W35,CG003,Urapakkam,"GST Road Urapakkam, Urapakkam",GST Road Urapakkam,CHGL-10540,12.91701,80.103103,80.103103,12.91701,Empty
698,W38,CG007,Kelambakkam,"Vandalur-Kelambakkam Road, Kelambakkam",Vandalur-Kelambakkam Road,CHGL-10087,12.787207,80.217563,80.217563,12.787207,Empty
699,W34,CG007,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10925,12.964058,80.149809,80.149809,12.964058,Half Full
700,W24,CG007,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10908,12.961313,80.143891,80.143891,12.961313,Full
701,W19,CG008,Tambaram,"East Tambaram, Tambaram",East Tambaram,CHGL-10447,12.939132,80.134395,80.134395,12.939132,Full
702,W46,CG008,Singaperumal Koil,"Bus Stand Road, Singaperumal Koil",Bus Stand Road,CHGL-10647,12.828444,80.095905,80.095905,12.828444,Empty
703,W17,CG008,Kelambakkam,"Kelambakkam Main Road, Kelambakkam",Kelambakkam Main Road,CHGL-10125,12.785574,80.213673,80.213673,12.785574,Half Full
704,W6,CG008,Padappai,"Padappai Junction, Padappai",Padappai Junction,CHGL-10740,12.952128,80.058738,80.058738,12.952128,Half Full
705,W30,CG008,Guduvanchery,"GST Road Guduvanchery, Guduvanchery",GST Road Guduvanchery,CHGL-10562,12.85307,80.053739,80.053739,12.85307,Half Full
706,W42,CG006,Vandalur,"Vandalur Zoo Road, Vandalur",Vandalur Zoo Road,CHGL-10261,12.903905,80.080954,80.080954,12.903905,Empty
707,W16,CG008,Mambakkam,"Mambakkam Village Road, Mambakkam",Mambakkam Village Road,CHGL-10310,12.869368,80.118967,80.118967,12.869368,Full
708,W19,CG008,Mambakkam,"Mambakkam Main Road, Mambakkam",Mambakkam Main Road,CHGL-10295,12.878153,80.104198,80.104198,12.878153,Full
709,W15,CG008,Thiruporur,"Thiruporur Bazaar, Thiruporur",Thiruporur Bazaar,CHGL-10208,12.744264,80.194921,80.194921,12.744264,Empty
710,W34,CG003,Urapakkam,"Urapakkam Junction, Urapakkam",Urapakkam Junction,CHGL-10550,12.913197,80.102923,80.102923,12.913197,Empty
711,W43,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10275,12.892177,80.085708,80.085708,12.892177,Full
712,W5,CG008,Guduvanchery,"GST Road Guduvanchery, Guduvanchery",GST Road Guduvanchery,CHGL-10568,12.860089,80.054767,80.054767,12.860089,Full
713,W37,CG008,Kandigai,"Kandigai Junction, Kandigai",Kandigai Junction,CHGL-10375,12.836389,80.141233,80.141233,12.836389,Full
714,W8,CG008,Guduvanchery,"Guduvanchery Junction, Guduvanchery",Guduvanchery Junction,CHGL-10611,12.848603,80.054298,80.054298,12.848603,Full
715,W45,CG008,Thiruporur,"GST Road Thiruporur, Thiruporur",GST Road Thiruporur,CHGL-10153,12.753196,80.185209,80.185209,12.753196,Empty
716,W48,CG001,Navlur,"Navlur Main Road, Navlur",Navlur Main Road,CHGL-10037,12.846053,80.220228,80.220228,12.846053,Empty
717,W36,CG008,Kelambakkam,"Kelambakkam Main Road, Kelambakkam",Kelambakkam Main Road,CHGL-10096,12.785624,80.217949,80.217949,12.785624,Full
718,W4,CG008,Kandigai,"Kandigai Village Road, Kandigai",Kandigai Village Road,CHGL-10346,12.827945,80.140089,80.140089,12.827945,Empty
719,W2,CG006,Vandalur,"Urapakkam-Vandalur Road, Vandalur",Urapakkam-Vandalur Road,CHGL-10225,12.901361,80.078224,80.078224,12.901361,Empty
720,W39,CG008,Kandigai,"Kandigai Lake Road, Kandigai",Kandigai Lake Road,CHGL-10349,12.829682,80.159802,80.159802,12.829682,Full
721,W27,CG008,Tambaram,"Selaiyur Main Road, Tambaram",Selaiyur Main Road,CHGL-10461,12.938824,80.132152,80.132152,12.938824,Half Full
722,W47,CG008,Kelambakkam,"OMR Kelambakkam, Kelambakkam",OMR Kelambakkam,CHGL-10091,12.780927,80.21223,80.21223,12.780927,Empty
723,W23,CG008,Tambaram,"GST Road Tambaram, Tambaram",GST Road Tambaram,CHGL-10440,12.933111,80.124022,80.124022,12.933111,Empty
724,W35,CG008,Tambaram,"GST Road Tambaram, Tambaram",GST Road Tambaram,CHGL-10475,12.937855,80.123888,80.123888,12.937855,Empty
725,W45,CG003,Urapakkam,"Urapakkam Bus Stand, Urapakkam",Urapakkam Bus Stand,CHGL-10544,12.903908,80.093604,80.093604,12.903908,Full
